102.05736	1295704	
103.68177	1324855	
103.94322	1248612	
104.10095	1296056	
104.97741	1224229	
105.27172	1246608	
105.62100	1195525	
105.64094	1250760	
105.98495	1232492	
106.10168	1202632	
106.28830	1253735	
106.51961	1195364	
106.56589	1215311	
106.64560	1198728	
106.85566	1310779	
107.05121	1199052	
107.11122	1208387	
107.14329	1321099	
107.35134	1244113	
107.63783	1247898	
107.71308	1194498	
107.97485	1205175	
108.27551	1369999	
108.35131	1325574	
108.37088	1248896	
108.50945	1373439	
108.63087	1331818	
108.75396	1331278	
109.01252	1201777	
109.13641	1299858	
109.15161	1308347	
109.30992	1222860	
109.89911	1237840	
110.02048	1215980	
110.06396	1219822	
110.18623	1584777	
110.18767	1575092	
110.26009	1316162	
110.27633	1495374	
110.29888	1489134	
110.42332	1204447	
110.61812	1351311	
110.73046	1218649	
110.75876	1373322	
110.84474	1297094	
110.96311	1316773	
111.04367	1201904	
111.04757	1194538	
111.10455	1248874	
111.16690	1210348	
111.51588	1224004	
111.57733	1214593	
111.61465	1209142	
111.75464	1257179	
111.84185	1302256	
111.99664	1205154	
112.06007	1382435	
112.16702	1264791	
112.17385	1201794	
112.49036	1280324	
112.50191	1272710	
112.58083	1305446	
112.62617	1345154	
112.64101	1286244	
112.68288	1270783	
112.70863	1269973	
112.73184	1239257	
112.84868	1230582	
113.00587	1211317	
113.27051	1252512	
113.57081	1238424	
113.66840	1255856	
113.73086	1411476	
113.78608	1231700	
113.85614	1429729	
113.87164	1195401	
113.88615	1432105	
113.88834	1243098	
114.51255	1231260	
114.54726	1258181	
114.71633	1357066	
114.72480	1221115	
114.82785	1270573	
114.97223	1621229	
115.02985	1295901	
115.03655	1237856	
115.09854	1236512	
115.14209	1665552	
115.15202	1199490	
115.15830	1199800	
115.17135	1336673	
115.40647	1195775	
115.42516	1356676	
115.50930	1478064	
115.51840	1195026	
115.80862	1194769	
115.83689	1607798	
115.86193	1320204	
115.86605	1357815	
115.89712	1279078	
115.92614	1259379	
116.12863	1388998	
116.17022	1416772	
116.18491	1211846	
116.31150	1214719	
116.34870	1245756	
116.36045	1255258	
116.57466	1225242	
116.75465	1310624	
116.76404	1213213	
116.87494	1283673	
117.13236	1278798	
117.15331	1240929	
117.20426	1366114	
117.21259	1195093	
117.34016	1243815	
117.34613	1426371	
117.40629	1233907	
117.44267	1318586	
117.46192	1402579	
117.52910	1264131	
117.55881	1394829	
117.60237	1287906	
117.64630	1541575	
117.73368	1279238	
117.76482	1207067	
118.10936	1227392	
118.22154	1309588	
118.31604	1234254	
118.31939	1473005	
118.44040	1246138	
118.46176	1233732	
118.65590	1221224	
118.80857	1295892	
118.92976	1240809	
118.95616	1250825	
119.13089	1290713	
119.19738	1309074	
119.22692	1420090	
119.32475	1283641	
119.69261	1254743	
119.76925	1233941	
119.85509	1234551	
119.90138	1241551	
119.91313	1296555	
120.02635	1217542	
120.04538	1430003	
120.15801	1376183	
120.16855	1222801	
120.36516	1351192	
120.39552	1354193	
120.49341	1522705	
120.55897	1443908	
120.60639	1275899	
120.65811	1367724	
120.76158	1199312	
120.86837	1376975	
121.05317	1203859	
121.59959	1267710	
122.09072	1600118	
122.11641	1225477	
122.16215	1221917	
122.36774	1210973	
122.39106	1256604	
122.42391	1272504	
122.44051	1445259	
122.48919	1207612	
122.51285	1208255	
122.57556	1494706	
122.75997	1308106	
122.86006	1314157	
122.89339	1198888	
122.96075	1278289	
123.25838	1319084	
123.37774	1372786	
123.39241	1214096	
123.43158	1243128	
123.63372	1211709	
123.82958	1484650	
124.04671	1275363	
124.24599	1234521	
124.25327	1236755	
124.28972	1242997	
124.29253	1267993	
124.44272	1201940	
124.49381	1397475	
124.66391	1554402	
124.67693	1253754	
125.00124	1396652	
125.02414	1233578	
125.21093	1283572	
125.74350	1234246	
125.83619	1204671	
125.86334	1381314	
125.92915	1297442	
125.98395	1217882	
126.06904	1367092	
126.13383	1252318	
126.14017	1306858	
126.23374	1409630	
126.33318	1483954	
126.42306	1315841	
126.52179	1221519	
126.52863	1350189	
126.68879	1401015	
126.71685	1219587	
126.75392	1201303	
126.76391	1310998	
126.84737	1229074	
126.93713	1505431	
127.04257	1260308	
127.17117	1358524	
127.52303	1217673	
127.72489	1342617	
127.72707	1310026	
127.89425	1207449	
128.02846	1295609	
128.07056	2045863	
128.11086	1288883	
128.19145	1208434	
128.30485	1253620	
128.51792	1498040	
128.54906	1205489	
128.59119	1261248	
128.74635	1289786	
128.77304	1234811	
128.78507	1309551	
128.84116	1391068	
129.02243	1283616	
129.14695	1250597	
129.15026	1212604	
129.16893	1220913	
129.17505	1226540	
129.17860	1346686	
129.20453	1552401	
129.30403	1373208	
129.37319	1294310	
129.68763	1396077	
129.75805	1428110	
129.78363	1584249	
129.91160	1281711	
129.96320	1216651	
130.02694	1745203	
130.06328	1218794	
130.08804	1234943	
