173.49652	1190851
190.02411	1653036
211.95468	819525
234.01396	3027341
243.13419	664483
255.99589	4222325
288.34546	5275480
288.34655	645916
294.05039	9003321
295.05373	842114
335.07693	5478036
336.08027	642666
361.05620	11052654
362.05953	1144714
377.05116	1385050
379.06673	13141496
380.07012	1454557
421.04088	2153650
423.03058	1339090
423.05658	20561668
423.05908	1549876
424.05985	2123286
426.11971	652911
467.02049	24692232
467.02519	803963
468.02374	3312725
519.24266	775650
522.10373	685015
529.17200	1397777
529.26351	2702155
530.26729	670781
538.17208	5067125
539.17552	1493667
555.15123	781643
556.18272	9674899
556.18709	866812
557.18626	2060670
559.27413	2393843
560.27730	687440
566.03091	618695
566.06752	915444
568.08303	718195
575.26900	2786396
576.27211	969027
586.96996	1255266
588.07573	816096
590.09115	1064681
608.08922	802216
609.36670	802559
610.05747	684154
611.17738	922159
612.07306	1133255
622.19365	1000483
643.11516	617863
671.32620	847752
685.30600	662101
686.25697	5754653
687.26053	1755438
735.27736	846011
768.19889	1153494
778.25487	830927
778.30261	632367
779.26764	1485872
780.29874	8069937
781.19465	664632
781.30199	3113231
796.14970	1326369
796.27050	650017
796.29346	2294496
796.31348	1523937
796.33544	959007
796.35711	946998
796.39305	2550841
796.41385	1146282
796.42558	1769697
796.44657	1305527
796.47529	1791985
796.54734	6579582
797.27799	2779570
797.29783	769195
797.32735	1984616
797.36999	3278346
797.38886	2503499
797.40562	16357137
797.42487	2183286
797.44702	1130807
797.46049	1300584
797.48381	675933
797.55074	1879999
798.20999	1052991
798.27864	933253
798.28957	1322873
798.30014	1337398
798.30924	23563468
798.31837	1488535
798.32789	1177600
798.35350	2487113
798.36299	1247234
798.38967	2800627
798.40847	5254131
798.41751	2033540
798.44034	2333870
798.47666	1658472
