167.11791	715395
173.49644	2421695
175.14411	981994
184.14446	1076626
210.62463	586147
217.11827	816204
218.11357	1269827
227.06627	817347
229.16595	611835
244.09284	1444884
246.10855	726978
247.17650	1852440
285.11937	752761
288.34425	681084
288.34539	8155804
295.10366	871385
296.08781	968528
313.11429	2132863
316.19793	1842904
330.12961	1409632
331.12480	2097143
334.20848	8407926
335.21182	1394256
348.14013	1249253
349.13526	673465
356.19047	1141797
359.11974	2575252
373.21936	895905
377.13026	2434292
390.14076	959237
417.16166	925471
426.16202	960802
435.17208	1208056
447.21973	2845140
452.19851	729581
454.15720	775648
465.23034	13721909
466.23371	2396440
468.25620	718103
471.18341	996873
472.16783	683812
475.21481	943285
489.19394	1027601
515.24617	1167103
524.24673	697525
525.27513	670175
542.25700	2076087
547.23609	993803
557.22011	734671
560.26752	1777477
565.24642	1805636
575.23067	1881906
577.29411	1509007
593.24132	4469121
594.24437	1247608
607.34118	718402
645.32042	987706
663.33087	4899036
664.33375	992068
681.33474	940693
681.34140	13110122
