267.13311	47371628
285.14366	147676672
286.14699	13112915
379.18016	21991000
379.18548	297635424
379.19081	21546584
380.18070	26264194
380.18881	41776772
397.19605	133235080
398.19935	19012024
457.22074	15001947
457.22841	190665056
457.23614	13244764
458.23175	27467696
551.25918	22461848
551.27039	289283488
551.28166	20254106
552.27379	54529492
568.27320	19634010
569.28100	576078208
570.28453	114471368
663.32310	40930224
681.33363	16213987
741.36634	13715942
835.40864	35938776
836.41247	12332231
853.41920	152513104
854.42256	48749364
