164.10697	3098140
223.14398	5125768
239.13892	2703527
251.13892	7861591
260.06096	2776280
267.13375	2641407
269.14946	14428160
288.05601	2118839
288.34322	9002492
290.07161	4006528
306.06652	2851099
334.06138	3271734
334.07268	3009177
381.20167	4274430
418.11887	3152952
428.10340	2219635
429.11067	2888829
430.11867	14356548
431.12651	8889193
445.12941	2731971
446.11358	5631238
460.14057	3182284
462.15598	2176639
463.11634	3307778
488.13494	4258217
490.15092	3057005
506.14613	4015348
512.17203	2161612
514.18767	3685092
530.18198	2300294
548.19309	2612609
554.18240	3532276
556.19792	11283569
572.19278	11874154
577.17152	2420120
582.17696	2546769
584.19270	4847392
590.19460	2577433
590.20329	35260184
600.18767	17384690
602.20324	5804124
618.19819	87264560
619.20166	3393849
636.20870	12672240
730.24997	4839166
874.34036	2734652
884.32272	2685457
902.27496	4363647
902.33501	5119108
