116.28315	1687111
116.28378	1340240
116.38758	801296
125.97306	2496219
125.97466	707725
126.08639	956085
137.42269	800313
137.42451	1689013
137.42597	1417085
137.54807	694847
137.93703	713066
142.31309	687444
151.16446	762509
151.16667	1666200
151.1679	1726320
151.30293	1593751
156.18167	701063
168.11441	862134
171.91885	1102147
205.90698	738965
238.11829	866528
294.14999	863737
294.1549	1308222
294.1601	1048186
316.7801	1309968
316.78847	1399808
343.18702	901094
352.53602	719925
354.16557	2008776
366.17701	800638
372.17639	1557890
374.11506	737106
374.37308	727041
374.38156	760762
374.38869	966131
375.20245	1618782
407.15615	946941
419.19352	726873
434.16874	764886
444.0643	744738
464.17768	790975
477.22407	788724
481.20377	7063387
482.18793	902907
482.2067	1214893
493.85735	743256
499.76811	780470
517.68887	826430
537.08046	749767
546.77262	1125388
555.28477	813063
561.67403	877511
570.31821	777200
575.78302	851033
583.79558	2495205
584.29647	1636166
584.79773	906126
592.30843	3902882
592.8102	2464961
604.00334	768293
606.38156	765144
618.30086	1391667
618.80294	982075
621.03812	773924
623.29148	1034075
626.8153	789062
631.80441	1094993
632.29746	6056372
632.79917	3747048
633.30141	1403643
633.80251	1220799
640.81097	12208915
641.31269	8752965
641.81429	3232503
643.68735	849769
660.31602	3650971
660.80756	3084684
661.30974	2033406
661.81173	851697
662.39034	814570
668.82933	3888952
669.32138	35511084
669.82357	24263006
670.32514	8862866
670.82751	3572423
671.32821	821979
676.83979	882146
677.31271	805893
677.83483	32662702
678.337	24374500
678.4264	2205838
678.83909	9183515
679.32675	1541648
679.3413	2540434
679.42809	913803
679.82014	1481127
680.31122	805437
686.38636	2110955
687.39027	886512
691.39129	801948
694.21828	818959
703.41295	995380
729.57425	816835
733.08878	936661
750.20148	811676
764.09203	882781
765.60306	898582
769.03568	847087
778.47333	905054
857.43945	5605997
858.03064	911616
858.4413	2926990
862.36417	922906
874.46646	2164567
875.46916	1071792
893.47267	890309
913.86641	1022943
929.46621	877464
929.92769	955299
942.75575	905762
966.46695	1330025
980.4667	2319111
983.49273	1766254
984.49399	913671
989.49202	1243289
1070.37742	980797
1100.52393	2030913
1101.53418	1005133
1117.54853	1720936
1118.55637	1201287
1120.93291	1075772
1149.72312	1033318
1169.31874	1045751
1219.37383	1038523
1377.20954	1083389
1422.30394	1064167
1435.84719	1051089
