194.11766	6375395
199.14419	12050433
210.14894	5563542
212.12822	5687114
224.16457	9460432
241.19115	14157669
251.17547	7344716
255.2068	30112718
256.21017	3880830
261.1599	3176031
269.1861	36323408
270.18133	19205794
270.18938	4622591
279.17056	4401970
279.20684	2627197
284.19697	3576540
291.17037	3643107
293.22235	6003127
298.21262	83119368
299.21591	10033604
301.2236	3544962
307.20183	2729334
312.22819	13850694
322.21254	31458072
323.21612	4684452
323.23305	58001388
324.23636	8139544
326.24376	30521312
327.24709	4408710
329.2549	2989467
340.22315	3043523
341.21844	4328737
350.20746	8400659
353.25481	6027280
354.27524	20517760
355.23399	3282547
355.27842	3550554
364.25937	5148379
366.23846	3506970
368.29083	137521344
369.24978	5652483
369.29427	22714442
378.27522	23465958
379.27838	3902295
382.30634	6133525
383.26521	16343833
396.32199	4458098
397.28098	309664704
397.31721	4158075
398.28425	53225608
399.28766	2923124
406.30638	4748619
411.29641	5721800
414.30727	4488627
420.3221	2958770
425.30677	8129628
425.31233	313094816
425.31797	7737366
426.30993	4773341
426.31534	61230740
427.31903	3823607
435.29639	5405829
436.28047	2984760
439.32773	42942800
440.33126	8985008
443.32257	5390367
449.31221	91760248
450.31556	18179684
456.35408	6794050
467.32301	3825261
468.31801	10954928
477.30687	14336675
481.37495	3013756
482.33374	4602481
491.35906	6547192
495.39035	10483337
496.34934	35444308
497.35226	7535151
505.37504	4236043
510.36508	48531632
511.36776	11196148
520.34915	6442516
523.42153	6494783
524.38075	159127888
525.38397	38264756
527.39124	3437348
533.40582	13370322
538.39623	16729538
539.39918	4515517
548.38046	72550096
549.38381	18786778
549.40082	11837507
550.40414	3650001
552.412	20314088
553.41516	6279353
562.39573	12898583
563.39951	3956977
566.39087	6211639
567.386	82412952
568.38973	21090996
576.37528	27121418
576.41184	6795770
577.37845	6651990
579.38677	6658885
579.42256	3843013
581.40223	8173339
598.42821	22587942
599.4317	5527385
605.42657	3424033
609.43298	5497741
618.45894	10616032
619.46206	3944472
623.44858	22073644
624.45267	6639729
636.46905	6786090
637.46486	170780800
638.46821	50241468
639.47175	6347306
644.43747	4333310
647.44898	7435395
647.4853	7452853
652.43917	3457165
661.46455	7704137
666.49141	5518107
675.46654	8613320
675.48046	338765056
675.49477	7825918
676.4708	5540425
676.48336	105818256
677.4872	13714471
679.47558	3639720
689.49549	9304521
693.49115	21071214
694.48625	101556688
695.48942	28846814
703.47455	35091916
704.47909	11293194
708.50111	6985691
736.5337	5204244
746.51775	9165356
750.54876	8795996
779.53854	6070920
788.56449	17640818
789.5679	6796616
802.58049	13195144
803.58344	5003415
806.57418	15454791
807.58171	5154122
817.55457	17038582
818.55814	5393483
821.58538	38679504
822.58926	14053415
848.5967	5428664
863.632	4269263
906.638	5967542
934.66955	18529168
935.67243	8665465
944.65466	47234192
945.65777	22223190
946.66073	4914755
972.64936	5670961
1057.73873	5197728
1058.76103	4233599
1071.75415	42756728
1072.75759	22852206
1073.75898	6591030
1090.76051	4198265
1099.74891	20573850
1100.7522	12025217
1184.83598	62825660
1185.84118	40658176
1186.84397	10486521
1202.84865	24491862
1203.85249	15247659
