168.09347	1193433	
171.92038	3175139	
173.72694	1163720	
188.92964	1257569	
189.10475	1175807	
194.90840	1186696	
200.12813	1785972	
213.94432	1136706	
225.99000	1729518	
231.46145	1296062	
234.88048	1333490	
254.13936	1176687	
262.66980	1197030	
264.25461	1236009	
269.79785	1169955	
272.14928	6963593	
279.47461	1216512	
288.28948	1325740	
302.11918	2747706	
302.55203	1219984	
307.20172	2177620	
308.20503	1296445	
312.16383	1299946	
315.28769	1337221	
316.32104	2129816	
317.25158	1275888	
325.21217	15607163	
326.21564	2428039	
343.18666	1635227	
343.22275	253516784	
344.22612	34718328	
345.22912	2667845	
353.20712	22161738	
354.21050	3467634	
365.22555	1694590	
371.21161	3186568	
371.21342	9729289	
371.21761	464590336	
371.22331	4258957	
372.21485	3138871	
372.22102	70931832	
373.22409	4519095	
377.41045	1503156	
382.23733	1425745	
383.33119	1695983	
389.22832	7003709	
390.23139	1457858	
394.38536	1331439	
397.26976	4405727	
401.51524	1352716	
415.24394	9252917	
425.26465	7704335	
426.26731	1372225	
442.29137	4170846	
443.23878	41616872	
443.27529	6129647	
443.29412	1463906	
444.24201	6701434	
453.25959	8161502	
454.26289	1968019	
470.28589	2093610	
471.27008	52305656	
472.27338	10827562	
496.30174	15099498	
497.30520	3545100	
504.58063	2260572	
506.32286	2746961	
514.29756	3102632	
514.30128	5259945	
514.31220	683857600	
514.32040	14832299	
514.32368	5581484	
514.32712	2633517	
515.30505	3318984	
515.31553	160300880	
516.31947	11225962	
524.29640	3163784	
524.33302	67794160	
524.42675	2539933	
525.33620	14921872	
537.53515	2441472	
542.29104	1920769	
542.30710	466970752	
542.31621	9151110	
542.31996	3545990	
542.34348	485558400	
542.35258	9234572	
542.35624	3819405	
543.29085	1532780	
543.31048	115089712	
543.34687	121878840	
544.31410	10274139	
544.35031	11416033	
547.76738	1500024	
552.32791	28884048	
553.33114	7950212	
560.31782	8900849	
561.31994	2277352	
565.56661	4230778	
567.30768	1518591	
568.35927	4942980	
570.32828	6087479	
570.33838	311430208	
570.34749	8955963	
571.34179	81192184	
572.34512	8233654	
575.29600	2719370	
586.33283	3178066	
588.34922	6111714	
596.35429	4955240	
596.39034	3295919	
597.35802	1738291	
613.38046	11409237	
614.32781	5145179	
614.35326	1750304	
614.36470	47726756	
614.38457	3218599	
615.36798	13361268	
624.34938	4574999	
624.38580	2038079	
638.60820	2931639	
641.37589	1571785	
641.41203	12673809	
642.35956	103761376	
642.41557	4295977	
643.36299	28425908	
644.36661	2887500	
659.38618	8376759	
660.38931	1668687	
670.39142	1998977	
677.41212	4204267	
685.40185	4837280	
695.40775	2712952	
695.42248	100360824	
695.43751	2392447	
696.42603	32021840	
697.42935	4842341	
697.61015	1743596	
713.39768	6989888	
713.43281	1133662592	
714.40105	3087633	
714.43643	374022688	
715.43961	61342440	
716.44200	4332346	
723.41729	15988318	
724.42064	6156333	
730.00436	2162442	
741.41249	10064842	
741.42792	364529600	
741.44499	7953362	
741.45186	2926035	
741.46449	1682934	
742.43147	122753176	
743.43451	20390760	
759.43866	20510756	
760.44214	7167728	
767.48045	5796488	
785.45420	31919838	
786.45762	11268522	
787.45976	2301849	
795.47506	4379113	
796.47788	1782808	
812.50134	7348282	
813.44911	20662402	
813.48569	22007178	
814.45264	7742164	
814.48896	6807771	
815.45602	1860391	
815.49243	2032910	
823.47054	2531812	
840.49729	2751344	
841.48054	16531942	
842.48424	6423617	
858.50892	2100416	
866.51202	25543860	
867.51575	9438105	
868.51898	1850462	
876.53179	2279792	
884.47891	2082787	
884.48971	3932133	
884.49974	12539624	
884.52265	496860896	
884.54680	11669235	
884.55698	3349237	
885.49281	1984207	
885.52613	213147600	
885.55009	5165533	
886.52901	46938304	
887.53317	3539562	
894.54325	43726352	
895.54682	19092476	
896.55050	4063591	
912.49113	2872446	
912.51759	120811648	
912.55394	303720576	
913.52127	51724656	
913.55738	133460344	
914.52382	11170393	
914.56020	31327842	
915.56448	3561933	
922.53775	4963176	
930.52781	3661733	
938.56861	2978845	
940.54880	62485984	
941.55237	27379910	
942.55518	7189162	
958.55598	2444072	
966.56566	4915643	
967.56722	3129619	
984.57520	68486976	
985.57840	31436810	
986.58178	8127189	
994.56067	2021191	
1011.58689	3384322	
1011.62405	3014409	
1012.57024	35759664	
1013.57326	18120932	
1014.57622	4439703	
1039.61894	3032883	
1054.15792	3917333	
1055.11720	2973281	
1065.59723	2733465	
1065.63277	146637984	
1066.63657	75743528	
1067.63879	21721526	
1068.64128	2825539	
1069.62837	4090316	
1083.64318	1089500800	
1084.59522	4057812	
1084.64649	643544768	
1084.71145	2915044	
1085.64982	193648480	
1086.65238	28584940	
1093.62803	8063262	
1094.63233	4744039	
1107.59495	2693258	
1111.60062	3150127	
1111.63844	113151288	
1111.67643	3347002	
1112.64165	67630528	
1113.64430	20319818	
1114.64934	10524756	
1114.82397	3083245	
1115.88489	2965760	
1377.24987	2210798	
1377.35551	3110392	
2103.43460	3399465	
